"year","country","country_code","category","value","category_code","category_clean_name"
2006,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5725.75086732767,n2o,Nitrous Oxide
2005,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5921.3804785276,n2o,Nitrous Oxide
2004,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5844.56970927116,n2o,Nitrous Oxide
2003,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5787.69900624858,n2o,Nitrous Oxide
2002,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5676.41835284394,n2o,Nitrous Oxide
2001,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5569.39400428778,n2o,Nitrous Oxide
2000,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5621.95734522058,n2o,Nitrous Oxide
1999,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5573.50049147288,n2o,Nitrous Oxide
1998,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5678.76837027459,n2o,Nitrous Oxide
1997,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5831.75844753035,n2o,Nitrous Oxide
1996,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5886.29683034134,n2o,Nitrous Oxide
1995,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5984.19575566851,n2o,Nitrous Oxide
1994,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5786.16374762057,n2o,Nitrous Oxide
1993,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5614.44591958677,n2o,Nitrous Oxide
1992,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5461.41289768856,n2o,Nitrous Oxide
1991,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5881.93675030608,n2o,Nitrous Oxide
1990,Finland,FI,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6328.71648460905,n2o,Nitrous Oxide
2014,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43031.3392485803,n2o,Nitrous Oxide
2013,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,41715.4959878521,n2o,Nitrous Oxide
2012,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,41875.3083673158,n2o,Nitrous Oxide
2011,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,41732.0739671842,n2o,Nitrous Oxide
2010,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43316.6262924628,n2o,Nitrous Oxide
2009,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45642.3386955562,n2o,Nitrous Oxide
2008,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,47099.1236401676,n2o,Nitrous Oxide
2007,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48057.0394991582,n2o,Nitrous Oxide
2006,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,47876.6192863574,n2o,Nitrous Oxide
2005,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48969.4477288948,n2o,Nitrous Oxide
2004,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,49822.9250731393,n2o,Nitrous Oxide
2003,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,51538.4101767204,n2o,Nitrous Oxide
2002,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53345.2948532905,n2o,Nitrous Oxide
2001,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,56147.5468959435,n2o,Nitrous Oxide
2000,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,56512.0748224093,n2o,Nitrous Oxide
1999,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,58037.0524807837,n2o,Nitrous Oxide
1998,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,64007.5898474858,n2o,Nitrous Oxide
1997,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,70521.2783680232,n2o,Nitrous Oxide
1996,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,70355.993117673,n2o,Nitrous Oxide
1995,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,68570.3600676745,n2o,Nitrous Oxide
1994,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67047.1291904924,n2o,Nitrous Oxide
1993,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,66951.8882312991,n2o,Nitrous Oxide
1992,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67817.2148560581,n2o,Nitrous Oxide
1991,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,68232.7496472636,n2o,Nitrous Oxide
1990,France,FR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67665.0963966015,n2o,Nitrous Oxide
2014,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,38780.289995392,n2o,Nitrous Oxide
2013,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,38084.9191806386,n2o,Nitrous Oxide
2012,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,37497.4936607524,n2o,Nitrous Oxide
2011,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,38347.3209531827,n2o,Nitrous Oxide
2010,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,36952.5090330272,n2o,Nitrous Oxide
2009,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44969.9864483368,n2o,Nitrous Oxide
2008,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45768.6413223936,n2o,Nitrous Oxide
2007,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45257.888831885,n2o,Nitrous Oxide
2006,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43351.0600038012,n2o,Nitrous Oxide
2005,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43642.2880424378,n2o,Nitrous Oxide
2004,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45657.6649811772,n2o,Nitrous Oxide
2003,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43482.068802201,n2o,Nitrous Oxide
2002,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43849.5670144331,n2o,Nitrous Oxide
2001,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44665.5199820162,n2o,Nitrous Oxide
2000,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43274.075126665,n2o,Nitrous Oxide
1999,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,43242.4891829438,n2o,Nitrous Oxide
1998,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,46658.0534921103,n2o,Nitrous Oxide
1997,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,59540.8018578211,n2o,Nitrous Oxide
1996,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,62404.5335799045,n2o,Nitrous Oxide
1995,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61135.982143179,n2o,Nitrous Oxide
1994,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61756.6417555732,n2o,Nitrous Oxide
1993,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60921.6171925002,n2o,Nitrous Oxide
1992,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,63686.8532595428,n2o,Nitrous Oxide
1991,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,62711.8469863504,n2o,Nitrous Oxide
1990,Germany,DE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,65188.8516268817,n2o,Nitrous Oxide
2014,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4686.08988734916,n2o,Nitrous Oxide
2013,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4670.44097914161,n2o,Nitrous Oxide
2012,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4912.05579470615,n2o,Nitrous Oxide
2011,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5317.62225164182,n2o,Nitrous Oxide
2010,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5526.82836121731,n2o,Nitrous Oxide
2009,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5325.95590579888,n2o,Nitrous Oxide
2008,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5610.97455334186,n2o,Nitrous Oxide
2007,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5825.36161258537,n2o,Nitrous Oxide
2006,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5730.83250457993,n2o,Nitrous Oxide
2005,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5882.94951366643,n2o,Nitrous Oxide
2004,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6054.52883831513,n2o,Nitrous Oxide
2003,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6050.25253250507,n2o,Nitrous Oxide
2002,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6172.35756103089,n2o,Nitrous Oxide
2001,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6207.72807311416,n2o,Nitrous Oxide
2000,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6346.04941154567,n2o,Nitrous Oxide
1999,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6604.32412668112,n2o,Nitrous Oxide
1998,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6621.5570833371,n2o,Nitrous Oxide
1997,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6686.38644285652,n2o,Nitrous Oxide
1996,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6846.91196407554,n2o,Nitrous Oxide
1995,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6669.80922700312,n2o,Nitrous Oxide
1994,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6480.19419955965,n2o,Nitrous Oxide
1993,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6564.37569257449,n2o,Nitrous Oxide
1992,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7129.88046160346,n2o,Nitrous Oxide
1991,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7269.55164996042,n2o,Nitrous Oxide
1990,Greece,GR,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7402.64281402762,n2o,Nitrous Oxide
2014,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4503.559566582,n2o,Nitrous Oxide
2013,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4599.49899611063,n2o,Nitrous Oxide
2012,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4200.47536001711,n2o,Nitrous Oxide
2011,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4259.61201967414,n2o,Nitrous Oxide
2010,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4054.66099691422,n2o,Nitrous Oxide
2009,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4149.45686329337,n2o,Nitrous Oxide
2008,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4486.93928380424,n2o,Nitrous Oxide
2007,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5206.0271026594,n2o,Nitrous Oxide
2006,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5718.971930524,n2o,Nitrous Oxide
2005,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5981.60128139731,n2o,Nitrous Oxide
2004,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6221.69479040374,n2o,Nitrous Oxide
2003,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5380.93485130088,n2o,Nitrous Oxide
2002,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5388.08821504104,n2o,Nitrous Oxide
2001,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6080.43264043046,n2o,Nitrous Oxide
2000,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5621.4669894554,n2o,Nitrous Oxide
1999,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5283.623978354,n2o,Nitrous Oxide
1998,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5485.9305674163,n2o,Nitrous Oxide
1997,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5564.32015812769,n2o,Nitrous Oxide
1996,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5569.08562476388,n2o,Nitrous Oxide
1995,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5000.68328482233,n2o,Nitrous Oxide
1994,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5798.26222892975,n2o,Nitrous Oxide
1993,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4857.52082161896,n2o,Nitrous Oxide
1992,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,4661.37344047111,n2o,Nitrous Oxide
1991,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,5898.46505861495,n2o,Nitrous Oxide
1990,Hungary,HU,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8664.9194671011,n2o,Nitrous Oxide
2014,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,467.976035747765,n2o,Nitrous Oxide
2013,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,425.576789916525,n2o,Nitrous Oxide
2012,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,441.154129484311,n2o,Nitrous Oxide
2011,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,432.110601768568,n2o,Nitrous Oxide
2010,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,437.998561647196,n2o,Nitrous Oxide
2009,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,453.296797496436,n2o,Nitrous Oxide
2008,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,487.122854699782,n2o,Nitrous Oxide
2007,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,478.46482462183,n2o,Nitrous Oxide
2006,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,460.133441995219,n2o,Nitrous Oxide
2005,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,435.307809254708,n2o,Nitrous Oxide
2004,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,429.977569946523,n2o,Nitrous Oxide
2003,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,433.032514022133,n2o,Nitrous Oxide
2002,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,441.377625114495,n2o,Nitrous Oxide
2001,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,472.97384561243,n2o,Nitrous Oxide
2000,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,480.54342543483,n2o,Nitrous Oxide
1999,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,505.193155169216,n2o,Nitrous Oxide
1998,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,486.896684411113,n2o,Nitrous Oxide
1997,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,485.04328312507,n2o,Nitrous Oxide
1996,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,488.423585792905,n2o,Nitrous Oxide
1995,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,468.52531666652,n2o,Nitrous Oxide
1994,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,480.448203891548,n2o,Nitrous Oxide
1993,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,474.664588477398,n2o,Nitrous Oxide
1992,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,462.248631548003,n2o,Nitrous Oxide
1991,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,492.025762962568,n2o,Nitrous Oxide
1990,Iceland,IS,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,510.039969148917,n2o,Nitrous Oxide
2014,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6985.06039741333,n2o,Nitrous Oxide
2013,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7084.87206028167,n2o,Nitrous Oxide
2012,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6703.76811913983,n2o,Nitrous Oxide
2011,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6624.15270059031,n2o,Nitrous Oxide
2010,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7032.34683051764,n2o,Nitrous Oxide
2009,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6881.95880780481,n2o,Nitrous Oxide
2008,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6954.76947511412,n2o,Nitrous Oxide
2007,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,6964.07174052634,n2o,Nitrous Oxide
2006,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7137.89562590752,n2o,Nitrous Oxide
2005,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7367.66884644618,n2o,Nitrous Oxide
2004,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7563.72479187619,n2o,Nitrous Oxide
2003,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7679.19656832689,n2o,Nitrous Oxide
2002,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,7827.9333327164,n2o,Nitrous Oxide
2001,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8189.97350111337,n2o,Nitrous Oxide
2000,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8640.46632479878,n2o,Nitrous Oxide
1999,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,8958.56605039318,n2o,Nitrous Oxide
1998,Ireland,IE,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,9208.76962573064,n2o,Nitrous Oxide
