"year","country","country_code","category","value","category_code","category_clean_name"
2014,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,393126.946994288,co2,Carbon Dioxide
2013,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,396913.93653029,co2,Carbon Dioxide
2012,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,406462.8477036,co2,Carbon Dioxide
2011,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,403705.528313991,co2,Carbon Dioxide
2010,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,406200.993184341,co2,Carbon Dioxide
2009,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,408448.47899963,co2,Carbon Dioxide
2008,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,404237.828214077,co2,Carbon Dioxide
2007,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,398816.453543549,co2,Carbon Dioxide
2006,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,391134.100909449,co2,Carbon Dioxide
2005,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,385581.132806466,co2,Carbon Dioxide
2004,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,381519.261592783,co2,Carbon Dioxide
2003,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,368345.977425107,co2,Carbon Dioxide
2002,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,361861.387896028,co2,Carbon Dioxide
2001,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,357653.329899303,co2,Carbon Dioxide
2000,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,349885.433108928,co2,Carbon Dioxide
1999,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,343713.906947774,co2,Carbon Dioxide
1998,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,334328.142646602,co2,Carbon Dioxide
1997,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,320439.116819391,co2,Carbon Dioxide
1996,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,311914.819824229,co2,Carbon Dioxide
1995,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,305162.543548735,co2,Carbon Dioxide
1994,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,293830.709141192,co2,Carbon Dioxide
1993,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,289142.267681326,co2,Carbon Dioxide
1992,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,284766.092717838,co2,Carbon Dioxide
1991,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,279741.639011863,co2,Carbon Dioxide
1990,Australia,AU,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,278265.898940768,co2,Carbon Dioxide
2014,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,64262.5639931315,co2,Carbon Dioxide
2013,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67957.1211123863,co2,Carbon Dioxide
2012,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67698.6586349119,co2,Carbon Dioxide
2011,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,70327.1670444138,co2,Carbon Dioxide
2010,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,72531.826129136,co2,Carbon Dioxide
2009,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67682.7251493548,co2,Carbon Dioxide
2008,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,74066.2557920763,co2,Carbon Dioxide
2007,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,74268.1107226333,co2,Carbon Dioxide
2006,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,76934.9515340371,co2,Carbon Dioxide
2005,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,79588.5018807541,co2,Carbon Dioxide
2004,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,78388.9974250799,co2,Carbon Dioxide
2003,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,78023.9538963192,co2,Carbon Dioxide
2002,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,72126.5914446168,co2,Carbon Dioxide
2001,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,70299.4711482287,co2,Carbon Dioxide
2000,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,66274.7432545115,co2,Carbon Dioxide
1999,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,65660.1336422327,co2,Carbon Dioxide
1998,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67047.2506680177,co2,Carbon Dioxide
1997,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67455.8927304212,co2,Carbon Dioxide
1996,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,67667.2626980903,co2,Carbon Dioxide
1995,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,64202.1592201769,co2,Carbon Dioxide
1994,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61189.1025048542,co2,Carbon Dioxide
1993,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60790.7577213156,co2,Carbon Dioxide
1992,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60432.2493410185,co2,Carbon Dioxide
1991,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,65903.513308256,co2,Carbon Dioxide
1990,Austria,AT,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,62297.1655681668,co2,Carbon Dioxide
2014,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60615.645730992,co2,Carbon Dioxide
2013,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61510.987153813,co2,Carbon Dioxide
2012,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60636.851387067,co2,Carbon Dioxide
2011,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61128.400592577,co2,Carbon Dioxide
2010,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61632.492704327,co2,Carbon Dioxide
2009,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,59596.205375555,co2,Carbon Dioxide
2008,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,63846.103794367,co2,Carbon Dioxide
2007,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,61563.881729088,co2,Carbon Dioxide
2006,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,62229.398882869,co2,Carbon Dioxide
2005,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,59664.73908178,co2,Carbon Dioxide
2004,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,58457.64761596,co2,Carbon Dioxide
2003,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54845.145835185,co2,Carbon Dioxide
2002,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53843.704423847,co2,Carbon Dioxide
2001,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53783.847673632,co2,Carbon Dioxide
2000,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53686.857490672,co2,Carbon Dioxide
1999,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,55033.952116896,co2,Carbon Dioxide
1998,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,57426.329584039,co2,Carbon Dioxide
1997,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,60971.816305307,co2,Carbon Dioxide
1996,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,57251.355700374,co2,Carbon Dioxide
1995,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,56005.93938238,co2,Carbon Dioxide
1994,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,62402.279082903,co2,Carbon Dioxide
1993,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,75551.755291625,co2,Carbon Dioxide
1992,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,87060.81028961,co2,Carbon Dioxide
1991,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,93649.166141388,co2,Carbon Dioxide
1990,Belarus,BY,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,100438.095063708,co2,Carbon Dioxide
2014,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,96325.4131833302,co2,Carbon Dioxide
2013,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,101744.736736883,co2,Carbon Dioxide
2012,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,100931.595609756,co2,Carbon Dioxide
2011,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,104945.713770963,co2,Carbon Dioxide
2010,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,114155.386728776,co2,Carbon Dioxide
2009,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,107282.543508312,co2,Carbon Dioxide
2008,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,120362.609842562,co2,Carbon Dioxide
2007,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,118027.408646158,co2,Carbon Dioxide
2006,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,122319.593759433,co2,Carbon Dioxide
2005,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125118.016504076,co2,Carbon Dioxide
2004,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,128640.48346799,co2,Carbon Dioxide
2003,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,127523.989700176,co2,Carbon Dioxide
2002,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,126015.194675856,co2,Carbon Dioxide
2001,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125649.370538717,co2,Carbon Dioxide
2000,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,126315.209948975,co2,Carbon Dioxide
1999,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,124208.071769964,co2,Carbon Dioxide
1998,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,129737.090031462,co2,Carbon Dioxide
1997,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,123495.742758683,co2,Carbon Dioxide
1996,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,129010.471708927,co2,Carbon Dioxide
1995,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,125519.441990638,co2,Carbon Dioxide
1994,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,124426.885709848,co2,Carbon Dioxide
1993,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,121156.964954729,co2,Carbon Dioxide
1992,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,122217.919518023,co2,Carbon Dioxide
1991,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,123130.652897225,co2,Carbon Dioxide
1990,Belgium,BE,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,119982.503418506,co2,Carbon Dioxide
2014,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45139.955286201,co2,Carbon Dioxide
2013,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,42534.9272034699,co2,Carbon Dioxide
2012,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48117.5560830313,co2,Carbon Dioxide
2011,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53020.9811161954,co2,Carbon Dioxide
2010,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,47678.6489573594,co2,Carbon Dioxide
2009,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45487.8735503956,co2,Carbon Dioxide
2008,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,53655.1401671903,co2,Carbon Dioxide
2007,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,55184.4241047849,co2,Carbon Dioxide
2006,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,51446.2829381283,co2,Carbon Dioxide
2005,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,50191.1160644292,co2,Carbon Dioxide
2004,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,49170.3376894348,co2,Carbon Dioxide
2003,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,49971.1515762142,co2,Carbon Dioxide
2002,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45786.2947197982,co2,Carbon Dioxide
2001,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,48568.9178318705,co2,Carbon Dioxide
2000,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,44896.670545605,co2,Carbon Dioxide
1999,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,45751.789097251,co2,Carbon Dioxide
1998,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,52143.3567693638,co2,Carbon Dioxide
1997,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,54790.1341566389,co2,Carbon Dioxide
1996,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,57581.194759982,co2,Carbon Dioxide
1995,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,57221.6062924032,co2,Carbon Dioxide
1994,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,55649.0813153431,co2,Carbon Dioxide
1993,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,57203.9355176784,co2,Carbon Dioxide
1992,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,56551.5935722778,co2,Carbon Dioxide
1991,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,59769.3415026104,co2,Carbon Dioxide
1990,Bulgaria,BG,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,78197.8812570199,co2,Carbon Dioxide
2014,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,574099.775511611,co2,Carbon Dioxide
2013,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,573094.038846396,co2,Carbon Dioxide
2012,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,563423.613154917,co2,Carbon Dioxide
2011,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,558152.72293811,co2,Carbon Dioxide
2010,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,555003.760260925,co2,Carbon Dioxide
2009,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,542829.458896225,co2,Carbon Dioxide
2008,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,577444.930222255,co2,Carbon Dioxide
2007,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,596041.321973836,co2,Carbon Dioxide
2006,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,573479.269701141,co2,Carbon Dioxide
2005,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,579225.335719904,co2,Carbon Dioxide
2004,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,585414.860574334,co2,Carbon Dioxide
2003,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,587306.678537712,co2,Carbon Dioxide
2002,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,569862.145645112,co2,Carbon Dioxide
2001,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,564617.020300164,co2,Carbon Dioxide
2000,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,572290.385518472,co2,Carbon Dioxide
1999,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,550183.063388038,co2,Carbon Dioxide
1998,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,533794.453645326,co2,Carbon Dioxide
1997,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,525120.011175522,co2,Carbon Dioxide
1996,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,510619.682210148,co2,Carbon Dioxide
1995,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,497224.83692526,co2,Carbon Dioxide
1994,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,482691.671271798,co2,Carbon Dioxide
1993,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,467607.237235461,co2,Carbon Dioxide
1992,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,468546.458912059,co2,Carbon Dioxide
1991,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,454246.137946001,co2,Carbon Dioxide
1990,Canada,CA,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,463493.332387577,co2,Carbon Dioxide
2014,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,17607.3224145688,co2,Carbon Dioxide
2013,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18359.4998410627,co2,Carbon Dioxide
2012,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,18776.3813482483,co2,Carbon Dioxide
2011,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,20614.4404738916,co2,Carbon Dioxide
2010,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,21183.709310531,co2,Carbon Dioxide
2009,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,21965.6352675347,co2,Carbon Dioxide
2008,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23715.3843178607,co2,Carbon Dioxide
2007,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,24955.3759314165,co2,Carbon Dioxide
2006,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23684.9350307817,co2,Carbon Dioxide
2005,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23451.8458466746,co2,Carbon Dioxide
2004,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23005.2348535353,co2,Carbon Dioxide
2003,Croatia,HR,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,23355.2211046544,co2,Carbon Dioxide
